Co,County Name,AEA,Dist,Bldg,District Name,Building Name,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Building Total,Hispanic Male,Hispanic Female,Hispanic Total,Native American Male,Native American Female,Native American Total,Asian Male,Asian Female,Asian Total,Black Male,Black Female,Black Total,Pacific Islander Male,Pacific Islander Female,Pacific Islander Total,White Male,White Female,White Total,Multi-Race Male,Multi-Race Female,Multi-Race Total,Total Male,Total Female
63,Marion,11,4212,0209,Melcher-Dallas,Melcher-Dallas Junior High School,0,0,0,0,0,0,0,0,20,20,0,0,0,0,40,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,17,20,37,0,0,0,19,21
63,Marion,11,4212,0409,Melcher-Dallas,Melcher-Dallas Elem,57,38,22,27,27,24,18,18,0,0,0,0,0,0,231,3,8,11,0,0,0,0,1,1,4,1,5,0,0,0,114,99,213,0,1,1,121,110
53,Jones,10,4269,0118,Midland,Midland Middle/High School,0,0,0,0,0,0,0,37,33,29,31,36,23,43,232,3,1,4,4,1,5,0,0,0,0,0,0,0,0,0,119,100,219,0,4,4,126,106
53,Jones,10,4269,0418,Midland,Midland Elementary,34,50,33,42,31,38,32,0,0,0,0,0,0,0,260,3,1,4,1,0,1,0,0,0,0,1,1,0,0,0,117,132,249,1,4,5,122,138
92,Washington,10,4271,0000,Mid-Prairie,Mid-Prairie Comm School District,0,0,0,5,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,0,0,0,2,6
92,Washington,10,4271,0109,Mid-Prairie,Mid-Prairie High School,0,0,0,0,0,0,0,0,0,0,88,81,87,85,341,3,8,11,0,0,0,0,2,2,2,0,2,0,0,0,149,164,313,4,9,13,158,183
92,Washington,10,4271,0118,Mid-Prairie,Alterntive Learning Cent,0,0,0,0,0,0,0,0,0,0,0,1,2,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24,0,0,0,15,9
92,Washington,10,4271,0209,Mid-Prairie,Mid-Prairie Middle School,0,0,0,0,0,0,0,99,96,98,0,0,0,0,293,5,4,9,0,0,0,0,0,0,1,2,3,0,0,0,150,121,271,6,4,10,162,131
92,Washington,10,4271,0409,Mid-Prairie,Kalona Elementary School,20,42,37,47,38,42,35,0,0,0,0,0,0,0,261,4,5,9,0,0,0,0,1,1,1,0,1,0,0,0,124,117,241,2,7,9,131,130
92,Washington,10,4271,0414,Mid-Prairie,Washington Township Elementary School,0,16,13,15,23,23,22,0,0,0,0,0,0,0,112,1,3,4,0,0,0,0,0,0,3,0,3,0,0,0,50,48,98,4,3,7,58,54
92,Washington,10,4271,0418,Mid-Prairie,Wellman Elementary School,39,44,47,41,43,36,34,0,0,0,0,0,0,0,284,8,6,14,1,0,1,0,0,0,0,0,0,0,0,0,129,135,264,4,1,5,142,142
92,Washington,10,4271,0801,Mid-Prairie,M-P Pre-Sch. at Parkside,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34,0,1,1,20,17
92,Washington,10,4271,0807,Mid-Prairie,Mid-Prairie Schools on B Ave.,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,8,16,0,0,0,9,8
43,Harrison,13,4356,0109,Missouri Valley,Missouri Valley High School,0,0,0,0,0,0,0,0,0,0,73,52,65,67,257,3,4,7,0,0,0,0,0,0,0,2,2,0,0,0,133,109,242,2,4,6,138,119
43,Harrison,13,4356,0209,Missouri Valley,Missouri Valley Middle School,0,0,0,0,0,0,0,64,86,55,0,0,0,0,205,1,3,4,0,0,0,0,1,1,1,1,2,0,0,0,93,103,196,2,0,2,97,108
43,Harrison,13,4356,0409,Missouri Valley,Missouri Valley Elementary,0,67,59,54,57,78,60,0,0,0,0,0,0,0,375,11,7,18,2,0,2,0,1,1,2,0,2,0,0,0,177,171,348,2,2,4,194,181
43,Harrison,13,4356,0801,Missouri Valley,Missouri Valley Early Learning Center,19,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26,0,0,0,17,9
43,Harrison,13,4356,0806,Missouri Valley,One Way Lutheran Preschool,21,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22,0,0,0,8,14
43,Harrison,13,4356,0811,Missouri Valley,WCCA Head Start,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,3,7
22,Clayton,01,4419,0109,MFL MarMac,MFL Marmac HS,0,0,0,0,0,0,0,0,0,0,70,57,56,61,244,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126,115,241,2,0,2,128,116
22,Clayton,01,4419,0209,MFL MarMac,MFL MarMac Middle School,0,0,0,0,0,0,0,62,49,52,0,0,0,0,163,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,79,78,157,2,1,3,82,81
22,Clayton,01,4419,0427,MFL MarMac,MFL MarMac Elementary School,55,77,74,56,60,0,0,0,0,0,0,0,0,0,322,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,168,141,309,3,3,6,174,148
22,Clayton,01,4419,0436,MFL MarMac,McGregor Intermediate School,0,0,0,0,0,61,50,0,0,0,0,0,0,0,111,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,55,53,108,0,1,1,57,54
79,Poweshiek,07,4437,0109,Montezuma,Montezuma High School,0,0,0,0,0,0,0,0,0,0,30,36,40,34,140,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,78,59,137,1,0,1,80,60
79,Poweshiek,07,4437,0209,Montezuma,Montezuma Junior High School,0,0,0,0,0,0,0,0,44,52,0,0,0,0,96,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,50,43,93,0,0,0,51,45
79,Poweshiek,07,4437,0409,Montezuma,Montezuma Elementary School,39,46,38,32,36,36,37,39,0,0,0,0,0,0,303,4,1,5,0,1,1,0,1,1,1,0,1,0,0,0,142,150,292,1,2,3,148,155
53,Jones,10,4446,0109,Monticello,Monticello High School,0,0,0,0,0,0,0,0,0,0,92,86,80,98,356,4,6,10,0,0,0,2,1,3,2,2,4,0,0,0,157,181,338,1,0,1,166,190
53,Jones,10,4446,0209,Monticello,Monticello Middle School,0,0,0,0,0,0,67,72,88,85,0,0,0,0,312,4,2,6,0,0,0,0,1,1,2,3,5,0,0,0,142,156,298,2,0,2,150,162
53,Jones,10,4446,0409,Monticello,Carpenter Elementary School,0,0,0,100,82,80,1,0,0,0,0,0,0,0,263,2,3,5,0,0,0,1,0,1,1,1,2,0,0,0,132,117,249,2,4,6,138,125
53,Jones,10,4446,0418,Monticello,Shannon Elementary School,33,62,76,0,0,0,0,0,0,0,0,0,0,0,171,1,2,3,0,0,0,2,1,3,2,0,2,0,0,0,84,79,163,0,0,0,89,82
53,Jones,10,4446,0806,Monticello,St. Matthew's Mother Goose,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,8,7
53,Jones,10,4446,0808,Monticello,Sacred Heart Preschool,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,29,0,0,0,11,18
04,Appanoose,15,4491,0109,Moravia,Moravia High School,0,0,0,0,0,0,0,0,24,33,28,22,25,20,152,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,75,76,151,0,0,0,75,77
04,Appanoose,15,4491,0409,Moravia,Moravia Elementary School,26,24,26,28,23,33,31,34,0,0,0,0,0,0,225,2,2,4,0,0,0,0,0,0,4,3,7,0,0,0,109,101,210,1,3,4,116,109
27,Decatur,13,4505,0172,Mormon Trail,Mormon Trail Jr-Sr High School,0,0,0,0,0,0,0,0,15,19,17,17,12,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,44,91,1,1,2,48,45
93,Wayne,13,4505,0418,Mormon Trail,Mormon Trail Elementary School,13,21,18,16,16,16,17,19,0,0,0,0,0,0,136,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,66,129,1,5,6,65,71
58,Louisa,15,4509,0409,Morning Sun,Morning Sun Elementary School,15,25,14,20,18,19,16,15,0,0,0,0,0,0,142,2,6,8,0,0,0,0,0,0,0,1,1,0,0,0,83,50,133,0,0,0,85,57
04,Appanoose,15,4518,0172,Moulton-Udell,Moulton-Udell High School,0,0,0,0,0,0,0,0,12,22,19,9,11,23,96,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,42,47,89,4,1,5,47,49
04,Appanoose,15,4518,0409,Moulton-Udell,Moulton Elementary School,20,24,25,12,14,17,11,14,0,0,0,0,0,0,137,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,60,71,131,2,1,3,63,74
80,Ringgold,13,4527,0109,Mount Ayr,Mount Ayr High School,0,0,0,0,0,0,0,0,50,39,42,40,49,45,265,1,0,1,0,0,0,1,4,5,0,2,2,0,0,0,142,115,257,0,0,0,144,121
80,Ringgold,13,4527,0436,Mount Ayr,Mount Ayr Elementary,0,55,50,54,41,50,55,51,0,0,0,0,0,0,356,2,1,3,0,0,0,1,0,1,0,3,3,1,1,2,180,167,347,0,0,0,184,172
80,Ringgold,13,4527,0801,Mount Ayr,Family Resource Ctr. Little Raider Preschool,50,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,27,23,50,0,0,0,28,23
44,Henry,15,4536,0000,Mount Pleasant,Mount Pleasant Comm School District,0,0,0,0,0,0,0,0,1,6,6,6,3,4,26,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,16,5,21,0,0,0,21,5
44,Henry,15,4536,0109,Mount Pleasant,Mount Pleasant High School,0,0,0,0,0,0,0,0,0,0,171,167,137,176,651,17,26,43,1,0,1,17,23,40,8,8,16,0,1,1,260,279,539,5,6,11,308,343
44,Henry,15,4536,0118,Mount Pleasant,WisdomQuest Education Center,0,0,0,0,0,0,0,0,0,0,0,2,14,22,38,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34,1,1,2,19,19
44,Henry,15,4536,0209,Mount Pleasant,Mount Pleasant Middle School,0,0,0,0,0,0,0,160,157,169,0,0,0,0,486,20,20,40,0,0,0,9,11,20,8,11,19,0,0,0,209,187,396,5,6,11,251,235
44,Henry,15,4536,0409,Mount Pleasant,Harlan Elementary School,0,40,35,44,36,40,48,0,0,0,0,0,0,0,243,5,6,11,0,0,0,3,5,8,9,5,14,0,0,0,104,101,205,1,4,5,122,121
44,Henry,15,4536,0418,Mount Pleasant,Lincoln Elementary School,0,47,45,41,39,47,44,0,0,0,0,0,0,0,263,21,18,39,0,0,0,7,4,11,2,2,4,0,1,1,98,100,198,4,6,10,132,131
44,Henry,15,4536,0436,Mount Pleasant,Salem Elementary School,0,17,17,22,20,25,19,0,0,0,0,0,0,0,120,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,63,54,117,0,0,0,63,57
44,Henry,15,4536,0454,Mount Pleasant,Van Allen Elementary School,8,37,39,43,38,40,36,0,0,0,0,0,0,0,241,11,10,21,0,0,0,7,14,21,6,4,10,0,0,0,99,75,174,7,8,15,130,111
57,Linn,10,4554,0109,Mount Vernon,Mount Vernon High School,0,0,0,0,0,0,0,0,0,0,101,79,93,109,382,3,3,6,0,0,0,2,2,4,1,0,1,0,0,0,193,172,365,4,2,6,203,179
57,Linn,10,4554,0209,Mount Vernon,Mount Vernon Middle School,0,0,0,0,0,0,104,100,99,109,0,0,0,0,412,5,1,6,1,0,1,3,1,4,1,3,4,0,0,0,214,180,394,2,1,3,226,186
57,Linn,10,4554,0409,Mount Vernon,Washington Elementary School,67,99,100,96,90,93,0,0,0,0,0,0,0,0,545,9,8,17,1,0,1,3,3,6,1,3,4,0,0,0,259,250,509,5,3,8,278,267
